City,State,Property Type,Bedrooms,Bathrooms,Price (USD),Square Feet,Availability,Walk Score,Property Rating,Street Address,Property Name,Availability Date
Albany,New York,Apartment,3,2,8939.87,2072,Available,92,2.6,0749 Stephens Glen Apt. 298,"Joseph, Martinez and Beck Apartments",2024-12-31
NYC,New York,House,1,2,4903.01,2252,Available,77,4.2,8291 Arnold Parkway,Dennis-Bonilla Apartments,2024-06-14
Orlando,Florida,Apartment,2,1,8973.01,769,Not Available,41,4.1,83616 Bell Stravenue,Arroyo-Blake Apartments,2025-10-04
Houston,Texas,Apartment,2,3,3282.04,1281,Available,61,4.4,217 Tammy Track Suite 882,West PLC Apartments,2026-02-25
Buffalo,New York,Townhouse,3,1,5828.05,850,Not Available,62,3.1,07029 Meyers Drive,"Thompson, Johnson and Pitts Apartments",2024-10-07
Albany,New York,Condo,2,1,7073.15,778,Not Available,72,3.1,996 Jennifer Stream,"Gray, Newman and Johnson Apartments",2025-09-01
San Diego,California,Condo,2,1,3698.11,722,Available,41,2.9,172 Nancy Fork,"Ramos, Bishop and Gill Apartments",2025-06-23
Atlanta,Georgia,Condo,2,2,8904.01,2284,Not Available,49,4.8,627 Browning Camp Suite 680,Cooper-Chapman Apartments,2025-09-05
San Diego,California,House,2,1,7006.88,2338,Available,82,2.8,0260 Dawson Passage,Rogers-Newman Apartments,2025-06-02
Atlanta,Georgia,Condo,2,3,8612.7,2259,Available,67,4.8,35282 Ryan Key Apt. 361,"Ayers, Johnson and Weaver Apartments",2025-07-08
San Francisco,California,House,4,1,5555.45,1436,Available,32,4.4,823 Nathan Shoals,Douglas Inc Apartments,2025-03-17
Houston,Texas,House,4,2,16088.13,1822,Available,40,4.7,0442 Pamela Union,"Cummings, Robertson and Taylor Apartments",2024-05-07
San Diego,California,Condo,4,2,12567.56,1084,Not Available,100,2.6,338 Julian Walk Apt. 512,Love-Watts Apartments,2024-06-12
Los Angeles,California,Apartment,3,3,9472.53,1228,Not Available,34,4.1,4189 Moore Meadow Apt. 118,"Barnett, Thompson and Miller Apartments",2025-01-15
Buffalo,New York,House,1,3,1496.83,937,Available,98,4.0,5448 Clarke Cove Suite 155,Smith-Hernandez Apartments,2025-07-16
Los Angeles,California,Condo,1,3,1349.58,1737,Available,50,4.9,1514 Chan Crossroad,Valdez Inc Apartments,2025-09-20
Philadelphia,Pennsylvania,Apartment,3,1,9318.25,1721,Not Available,65,3.2,86799 Goodman Shoals Apt. 949,Johnson-Johnson Apartments,2025-11-15
Pittsburgh,Pennsylvania,House,3,2,6196.15,2178,Not Available,63,3.8,0514 Valdez Estate Apt. 406,Anderson-Warner Apartments,2024-04-25
Albany,New York,Townhouse,4,2,15443.74,1225,Available,30,4.2,92632 Galvan Camp Suite 214,Walker-Rosario Apartments,2025-07-06
Los Angeles,California,Apartment,2,1,3266.22,1054,Available,74,4.5,059 Susan Run,"Long, Poole and Ramirez Apartments",2025-12-06
San Diego,California,House,4,1,14161.29,1112,Available,31,4.8,640 Miller Run Apt. 712,Larson Group Apartments,2025-08-13
Orlando,Florida,Townhouse,4,2,9513.02,2061,Available,51,3.4,84744 Crystal Street,Smith Inc Apartments,2025-07-26
Dallas,Texas,Condo,1,3,2891.76,1788,Available,71,3.4,1917 Holly Estate Apt. 746,Johnson-Gonzalez Apartments,2026-01-02
San Diego,California,Townhouse,4,3,13190.7,922,Not Available,68,4.5,8078 Beltran Coves Suite 032,Ramirez PLC Apartments,2024-05-17
NYC,New York,Townhouse,2,1,7002.88,1984,Not Available,93,4.0,186 Margaret Meadow,Dixon-Vasquez Apartments,2024-11-14
Albany,New York,Townhouse,4,1,9162.44,1294,Available,59,3.6,0343 Carson Mills,"Pierce, Gonzalez and Harper Apartments",2026-02-17
Dallas,Texas,Condo,1,2,3748.77,1390,Not Available,64,4.6,84979 Palmer Plains,"Holland, Rose and Peters Apartments",2025-05-01
Los Angeles,California,Condo,1,1,4585.99,1848,Not Available,66,5.0,28931 Ballard Station,"Miller, Jacobs and Mora Apartments",2024-10-20
Pittsburgh,Pennsylvania,Townhouse,2,2,3575.26,1566,Available,49,2.5,05626 Katherine Common Suite 552,"Love, Blanchard and Robinson Apartments",2024-05-08
Pittsburgh,Pennsylvania,Condo,1,1,3981.61,2197,Available,84,4.2,8760 Martinez Throughway,Kelley-Atkinson Apartments,2024-08-13
San Francisco,California,House,2,1,8505.84,1016,Available,47,4.4,814 Stephen Station,"Sexton, Hudson and Rose Apartments",2025-07-05
Philadelphia,Pennsylvania,Condo,1,3,2230.32,1772,Available,100,4.2,7769 James Plain Suite 398,Benson Ltd Apartments,2024-10-18
NYC,New York,Apartment,4,1,4016.88,2408,Available,66,3.9,0323 Matthew Points,Munoz-Olson Apartments,2026-02-18
Atlanta,Georgia,Condo,2,2,2543.03,941,Not Available,77,3.6,664 Timothy Views Apt. 987,Mckinney-Wallace Apartments,2024-10-02
Atlanta,Georgia,Condo,2,2,6502.01,1955,Available,99,4.3,84148 Mullen Locks,"Stout, Berger and Hill Apartments",2024-11-29
Chicago,Illinois,Apartment,4,3,5037.18,1581,Available,40,4.9,7193 Evan Highway,Powell Ltd Apartments,2024-04-19
Los Angeles,California,House,4,2,13851.69,662,Not Available,38,4.0,45826 Parker Inlet,Jones-Harris Apartments,2025-04-24
Tampa,Florida,Townhouse,2,2,8552.98,1092,Available,85,4.3,34473 Jason Rapids Suite 043,Jones-Johnson Apartments,2025-06-25
Philadelphia,Pennsylvania,Townhouse,4,2,15023.98,1184,Not Available,94,4.4,843 White Row Apt. 935,Allen-Hernandez Apartments,2025-03-27
Dallas,Texas,Townhouse,2,2,2939.3,671,Available,88,4.3,683 Mason Ranch,Pham Group Apartments,2025-05-15
Los Angeles,California,Apartment,2,2,7169.01,746,Not Available,94,3.4,85779 Jason Isle,Greene Group Apartments,2025-07-22
Atlanta,Georgia,House,3,1,10227.55,632,Not Available,40,2.5,2959 Barrera Greens Suite 140,Martinez-Carter Apartments,2025-10-18
Dallas,Texas,Apartment,4,1,18711.38,1285,Available,78,2.9,0601 Krystal Lights,"Morgan, Gonzalez and Ellis Apartments",2026-02-13
San Diego,California,Apartment,4,1,17700.28,2499,Not Available,43,4.2,39925 Michelle Summit,"Prince, Oconnor and Lopez Apartments",2025-09-05
San Diego,California,House,4,2,16670.86,2008,Available,82,4.1,65320 Michael Streets,Nicholson-Bowman Apartments,2025-07-01
Tampa,Florida,House,1,1,1459.92,811,Not Available,44,2.6,27626 Bruce Meadow,Johnson-Rivers Apartments,2026-01-01
Miami,Florida,Apartment,4,3,7680.65,1425,Not Available,60,3.4,80626 Samantha Extension,Murphy Ltd Apartments,2026-01-15
Philadelphia,Pennsylvania,House,1,2,4208.08,1224,Available,90,4.3,1199 Nguyen Course Apt. 440,Lewis PLC Apartments,2025-11-20
Orlando,Florida,House,3,3,4237.29,897,Not Available,71,3.4,49877 Robert Harbor,Johnson PLC Apartments,2024-11-04
Pittsburgh,Pennsylvania,Apartment,3,2,14394.45,1395,Not Available,57,4.8,996 Stewart Alley Apt. 835,Clark-Cherry Apartments,2025-02-20
Buffalo,New York,Townhouse,4,2,18832.47,2400,Available,50,4.6,39395 Karen Shoal Apt. 786,Galvan PLC Apartments,2024-07-02
Austin,Texas,Apartment,1,3,1210.85,609,Available,43,4.9,3415 Kyle Freeway Apt. 462,Palmer-Vega Apartments,2024-11-05
Dallas,Texas,Apartment,1,2,3921.47,2134,Not Available,32,4.2,278 Spencer Row,Garrett and Sons Apartments,2024-07-02
Pittsburgh,Pennsylvania,Condo,2,2,3189.55,1913,Not Available,83,3.4,656 Harrington Valley Suite 091,Johnson Group Apartments,2025-11-02
Albany,New York,Apartment,1,2,4884.03,1651,Not Available,59,3.5,460 Mckay Field,"Ball, Johns and Turner Apartments",2025-04-25
NYC,New York,Apartment,1,1,3757.86,1111,Not Available,52,4.7,0855 Robles Extension Suite 919,"Powell, Knight and Johnson Apartments",2024-12-02
Orlando,Florida,House,1,2,1783.28,1270,Available,31,4.7,74305 Snow Extension,Robinson-Becker Apartments,2025-01-28
Atlanta,Georgia,House,1,3,3196.37,1540,Not Available,58,2.9,4737 Lam Forest,Gray-Nguyen Apartments,2025-02-26
Los Angeles,California,Condo,4,3,14957.07,923,Available,63,4.1,7744 Sara Lights,"Johnson, Wilson and Alvarez Apartments",2024-07-01
Philadelphia,Pennsylvania,Condo,4,3,6812.49,1050,Not Available,45,4.0,421 Williams Lane Suite 700,"Reilly, Montgomery and Obrien Apartments",2026-02-20
Albany,New York,Apartment,2,3,5632.24,2051,Available,74,3.5,0289 Cook Springs,Raymond and Sons Apartments,2025-12-03
Pittsburgh,Pennsylvania,Condo,4,2,10159.51,1682,Available,49,2.8,1168 Amber Estates Suite 481,"Cowan, Webb and Williams Apartments",2025-05-28
Pittsburgh,Pennsylvania,Townhouse,2,2,4244.03,1745,Available,49,3.2,124 Lawrence Summit Apt. 507,"Abbott, Nelson and Molina Apartments",2024-04-22
Albany,New York,Apartment,2,2,9153.67,1033,Not Available,31,4.0,5273 Sanchez Stravenue Suite 978,Odonnell Inc Apartments,2025-11-28
Pittsburgh,Pennsylvania,House,2,2,3525.89,1132,Available,44,4.1,89148 Diana Land Suite 871,Lee-Marks Apartments,2024-05-26
Philadelphia,Pennsylvania,Apartment,1,3,1649.21,2095,Not Available,96,4.5,11795 Steven Gateway Suite 885,Mccoy Ltd Apartments,2024-04-09
Philadelphia,Pennsylvania,Apartment,4,2,10702.73,619,Not Available,51,2.9,7319 Sanchez Brook,Green PLC Apartments,2024-11-23
Austin,Texas,House,3,1,8190.26,2244,Not Available,82,4.6,935 Tina Ville,Gardner and Sons Apartments,2025-12-16
Albany,New York,Apartment,1,2,1537.55,2251,Not Available,47,2.5,56099 Jackson Brook,Jefferson Group Apartments,2025-01-25
Tampa,Florida,House,1,3,2045.74,2339,Available,55,4.1,9676 Angela Spring,Smith and Sons Apartments,2026-03-11
Pittsburgh,Pennsylvania,Condo,3,1,14311.93,2278,Available,42,4.4,3663 Clayton Fields Suite 015,"Bates, Small and Cook Apartments",2025-08-25
Buffalo,New York,Apartment,4,1,16381.61,931,Available,89,4.6,552 Pamela Burgs Apt. 062,Mcmillan-Logan Apartments,2025-07-26
Buffalo,New York,House,4,3,7888.27,755,Available,90,4.1,06815 Armstrong Lights Apt. 159,Dalton-Clark Apartments,2024-06-22
Philadelphia,Pennsylvania,Condo,4,2,5081.76,621,Not Available,71,2.6,1465 Heather Estate Apt. 164,Wright Ltd Apartments,2025-01-04
Pittsburgh,Pennsylvania,House,4,3,15800.37,1274,Not Available,52,4.0,3588 Goodman Squares,Williams-Terrell Apartments,2024-08-03
Atlanta,Georgia,House,1,1,3251.85,2278,Not Available,37,4.6,5932 Cobb Islands,Rodriguez-Salazar Apartments,2025-07-23
Houston,Texas,Condo,3,3,14100.04,2302,Available,39,3.4,2746 Flowers Mill Apt. 494,Dennis Group Apartments,2024-07-23
San Francisco,California,Apartment,3,1,7738.41,849,Not Available,43,3.5,9221 Sarah Summit,Baldwin-Fields Apartments,2024-07-28
Dallas,Texas,Condo,2,1,6362.82,2223,Not Available,89,2.8,3428 Cuevas Lakes,Ortiz Ltd Apartments,2025-03-13
Houston,Texas,Townhouse,3,2,11539.38,606,Not Available,95,4.7,9250 Walter Path Suite 312,Harris and Sons Apartments,2024-11-15
Pittsburgh,Pennsylvania,Apartment,2,2,5195.84,1929,Not Available,80,3.9,8353 Michael Run,Chapman PLC Apartments,2025-12-03
Los Angeles,California,House,2,1,2462.27,627,Available,36,4.8,863 Little Valleys Suite 246,Rodriguez-Oliver Apartments,2024-10-26
Austin,Texas,Townhouse,4,1,14818.58,1516,Available,93,3.2,899 Lori Way,"Lee, Spears and Steele Apartments",2024-04-13
Philadelphia,Pennsylvania,Condo,1,2,1157.44,787,Available,43,3.3,0271 Jason Groves Suite 923,Terry-Mcmahon Apartments,2024-04-27
Albany,New York,Apartment,4,1,8405.98,619,Available,50,4.8,843 Caleb Mountain Apt. 486,Robles PLC Apartments,2026-01-08
Albany,New York,Apartment,3,2,5273.95,2125,Available,46,3.6,124 Carpenter Park,Martinez and Sons Apartments,2025-07-29
Chicago,Illinois,Townhouse,3,2,5892.09,1277,Available,99,4.7,342 Buckley Parks,Gonzales-Perez Apartments,2025-03-13
Dallas,Texas,Townhouse,3,2,5905.37,2020,Not Available,98,4.4,081 Stephens Park Suite 611,Baker and Sons Apartments,2024-04-10
Orlando,Florida,Townhouse,2,3,6132.09,666,Not Available,66,2.8,21013 Watts Village,Robbins-Murphy Apartments,2025-11-17
Pittsburgh,Pennsylvania,Townhouse,1,1,3091.94,853,Not Available,74,3.2,2385 Anthony Lane Suite 311,"Roberts, Moore and Martinez Apartments",2026-01-25
Los Angeles,California,Condo,4,2,17608.76,2061,Not Available,63,2.5,5839 Walton Burgs,Castro Inc Apartments,2025-10-08
Tampa,Florida,House,1,3,4294.07,1057,Not Available,96,3.1,832 Warner Underpass,"Ferguson, Dawson and Duran Apartments",2024-06-19
NYC,New York,House,2,1,2305.14,628,Not Available,87,4.4,11560 Johnson Field,"Wang, Martin and Lynn Apartments",2024-11-24
Miami,Florida,Condo,3,3,6548.45,2014,Available,64,5.0,23711 Dana Garden,"Cervantes, Higgins and Davis Apartments",2025-01-05
San Francisco,California,Apartment,1,3,1764.67,1316,Not Available,75,4.3,962 Sandra Key Apt. 912,"Mcdonald, Green and Calderon Apartments",2025-07-24
Philadelphia,Pennsylvania,Apartment,3,1,4553.68,1021,Not Available,61,2.7,8653 Rasmussen Locks Suite 883,"Pope, Kelly and Berry Apartments",2025-03-08
Los Angeles,California,Townhouse,3,2,3435.22,2424,Not Available,32,3.6,4513 Brenda Prairie Suite 078,"Thompson, White and Hernandez Apartments",2025-04-10
Orlando,Florida,Condo,1,2,1008.74,1241,Available,48,4.2,4446 Andrea Path,Quinn-Miller Apartments,2024-12-13
Philadelphia,Pennsylvania,Condo,2,3,7392.38,2234,Not Available,93,4.4,446 Brian Stream Suite 738,Lawrence-Burton Apartments,2024-09-13
NYC,New York,House,3,2,8764.47,2059,Available,85,3.1,896 Julia Lock,Bryan-Zuniga Apartments,2024-10-31
NYC,New York,House,1,3,1028.68,864,Available,59,4.6,70058 Holt Hollow,Delacruz-Cox Apartments,2025-02-03
Houston,Texas,Condo,2,1,9818.58,1019,Available,95,3.3,8568 Ashley Glen,King LLC Apartments,2024-06-26
Dallas,Texas,Condo,2,2,5055.84,1594,Available,75,4.7,7591 Jonathan Track Apt. 462,"Miller, Harvey and Stevenson Apartments",2025-12-30
Miami,Florida,House,3,3,13800.39,1534,Available,76,4.7,6514 Danielle Ways Apt. 225,Steele LLC Apartments,2025-02-04
Dallas,Texas,Townhouse,2,3,5666.2,1547,Available,69,4.5,85199 Flores Shoal,Larson-Jackson Apartments,2024-07-04
Tampa,Florida,Condo,1,1,2901.87,1980,Available,54,3.2,503 Huynh Court,"Long, Hayes and Campbell Apartments",2025-04-21
San Francisco,California,Condo,4,3,16037.89,1511,Not Available,98,2.8,1859 Cabrera Spring Suite 914,"Frazier, Brown and Green Apartments",2026-01-25
Atlanta,Georgia,Apartment,4,2,4262.38,2397,Not Available,79,2.7,226 Brian Place,Evans LLC Apartments,2024-05-04
San Francisco,California,House,4,1,14032.73,2324,Not Available,55,3.7,0755 Lynch Mount,"Owen, Grant and Malone Apartments",2025-09-07
Albany,New York,Apartment,4,2,12523.73,755,Available,31,2.8,22780 Emily Rue Suite 645,Schmitt-Jackson Apartments,2025-05-07
Austin,Texas,House,1,2,3687.96,2396,Available,81,3.2,3095 Steve Turnpike Suite 803,Reed LLC Apartments,2024-07-07
San Diego,California,Condo,2,1,4680.05,2094,Not Available,50,3.3,1230 Kristin Estates,"Weaver, Moss and Sharp Apartments",2025-09-01
Pittsburgh,Pennsylvania,Townhouse,4,3,17570.85,758,Not Available,36,4.7,420 Lynch Mews Apt. 602,Carr-Johnson Apartments,2025-11-08
Atlanta,Georgia,Condo,4,1,15987.39,1136,Available,48,3.7,0225 Williams Plains Suite 056,"Chaney, Hernandez and Rosario Apartments",2024-10-15
Buffalo,New York,House,1,2,2936.03,731,Available,70,4.4,564 Blake Track Apt. 631,Smith-Martin Apartments,2024-05-26
Los Angeles,California,Condo,3,2,8489.0,2051,Available,46,4.7,02987 Stephanie Throughway,Wilkins PLC Apartments,2025-12-01
Atlanta,Georgia,Townhouse,3,3,7099.76,1497,Available,68,3.6,498 Ford Mission,Hogan-Rivera Apartments,2024-04-13
NYC,New York,Townhouse,3,2,3238.05,1621,Available,49,3.3,7087 Teresa Burg,Russo Group Apartments,2024-12-20
Tampa,Florida,Townhouse,1,1,4931.7,2064,Available,69,3.3,9922 Brady Ridge Suite 898,Elliott-Avery Apartments,2024-05-14
Austin,Texas,Apartment,2,3,9700.21,1653,Not Available,50,4.8,07706 Martinez Lodge,Mendoza-Hunt Apartments,2025-11-30
Chicago,Illinois,Condo,1,3,2376.61,738,Available,37,2.7,91373 Alexander Turnpike,"Shaffer, Gray and Palmer Apartments",2024-12-21
Chicago,Illinois,Apartment,2,2,4431.71,1393,Not Available,91,2.8,96392 Brandon Street Suite 121,Weaver Group Apartments,2024-11-15
Austin,Texas,Townhouse,4,1,13101.69,728,Not Available,73,4.7,674 Andrew Loop,"Rodriguez, Hamilton and Brown Apartments",2025-01-20
Austin,Texas,House,1,2,4780.4,1239,Available,60,4.0,206 Deleon Station Suite 493,Mcdonald Ltd Apartments,2024-09-07
Orlando,Florida,House,4,1,18525.7,1104,Available,73,4.8,36140 Roger Ports,"Thompson, Carney and Flores Apartments",2024-11-18
Los Angeles,California,Condo,2,1,7050.19,898,Available,46,3.4,095 Ellen Meadow Suite 873,Wilson PLC Apartments,2026-01-05
Orlando,Florida,Townhouse,2,1,6173.85,1334,Not Available,86,4.9,681 Joshua Lodge,"Goodman, Vaughan and Henderson Apartments",2026-03-27
Philadelphia,Pennsylvania,House,1,3,1562.89,1523,Available,63,4.7,751 Chandler Oval,Reilly-Hall Apartments,2024-04-13
Miami,Florida,Condo,2,2,9692.88,2085,Available,92,3.9,943 Smith Well,Pineda Group Apartments,2024-06-04
San Francisco,California,Townhouse,1,2,3773.13,1762,Not Available,32,4.6,65011 Vanessa Meadow Apt. 029,Parsons-Jarvis Apartments,2025-09-02
Albany,New York,Apartment,3,1,8279.95,1564,Available,45,4.1,90745 Antonio Curve,"Mitchell, Blake and Myers Apartments",2024-10-27
Atlanta,Georgia,House,3,1,11572.98,2099,Not Available,40,3.3,33514 Rachael Fields Suite 537,"Cobb, Harrington and David Apartments",2025-07-19
Buffalo,New York,Townhouse,1,3,2965.71,1906,Not Available,91,2.9,267 Price Pike Apt. 392,"Flores, Aguilar and Martinez Apartments",2025-07-09
Los Angeles,California,Townhouse,2,3,7467.8,1638,Not Available,76,3.9,98410 Aaron Heights Apt. 334,Davis-Smith Apartments,2025-02-09
Pittsburgh,Pennsylvania,House,3,3,10014.47,2035,Available,44,3.7,213 Marsh Curve,Randall-Ellis Apartments,2024-07-10
Chicago,Illinois,House,3,3,4490.89,2315,Available,91,4.3,88422 Patricia Circle,"Nelson, Cole and Brown Apartments",2025-12-31
Tampa,Florida,Apartment,2,3,2134.2,2355,Available,96,4.4,2208 Amy Harbor Apt. 527,Lopez Inc Apartments,2024-11-18
Albany,New York,Condo,1,3,3931.37,1964,Not Available,95,3.7,3075 Day Isle,Webb-Flores Apartments,2025-01-05
Buffalo,New York,Apartment,3,3,11742.23,2252,Not Available,38,4.1,9793 Marcus Rapid,"Merritt, Martinez and Lucero Apartments",2026-01-25
Pittsburgh,Pennsylvania,House,4,3,11224.61,2006,Not Available,31,3.5,794 Klein Mountains Suite 031,Brown-Scott Apartments,2025-06-29
Dallas,Texas,Apartment,2,1,3913.45,1563,Available,92,2.7,188 Rodriguez Ways,Rowe PLC Apartments,2025-06-30
San Francisco,California,Apartment,3,1,11918.27,956,Available,58,3.8,0506 Brian Lock,Bernard-French Apartments,2024-09-12
NYC,New York,Townhouse,3,1,6006.45,627,Not Available,53,3.4,599 Cynthia Underpass,Lee and Sons Apartments,2025-02-24
Buffalo,New York,Townhouse,2,1,6720.01,1981,Not Available,79,3.2,15110 Lopez Forge,"Hernandez, Baldwin and Dawson Apartments",2025-12-06
Tampa,Florida,Condo,4,3,5765.0,2016,Available,86,4.5,4447 Parks Locks,"Shah, Cannon and Valdez Apartments",2025-03-20
Atlanta,Georgia,House,3,1,7594.72,2198,Available,94,3.3,709 Hoffman Turnpike,Bennett and Sons Apartments,2025-04-15
Atlanta,Georgia,Apartment,4,3,6418.0,2461,Available,97,4.4,00050 Diaz Road Suite 775,Miller-Cabrera Apartments,2025-08-19
Dallas,Texas,Condo,2,1,7916.38,1224,Not Available,43,4.0,5412 Welch Unions,Thompson Group Apartments,2024-11-13
Atlanta,Georgia,House,4,1,16318.22,808,Not Available,93,3.9,71262 Michael Greens,"Terry, Mendoza and Gibson Apartments",2025-09-16
Buffalo,New York,Apartment,3,2,4013.24,1511,Available,59,4.2,17317 Carter Valley Suite 063,"Weaver, Brown and Cox Apartments",2025-06-23
Tampa,Florida,Apartment,3,2,4310.21,1312,Not Available,65,3.2,13201 Watson Crossing Apt. 829,Greer Group Apartments,2025-01-27
NYC,New York,Townhouse,1,1,2046.54,2144,Not Available,89,4.2,2288 Andrea Square Apt. 388,Morris-Browning Apartments,2026-02-04
Los Angeles,California,Condo,3,1,9271.71,2414,Available,77,4.6,400 Francis Groves,"Baker, Hernandez and Smith Apartments",2026-03-02
Austin,Texas,Apartment,1,1,3553.98,802,Available,77,2.9,1665 Michelle Meadows,Torres-Huynh Apartments,2025-08-28
Dallas,Texas,Condo,3,1,4466.9,1026,Not Available,49,4.9,40351 Richard Expressway,"Johnson, Pollard and Miller Apartments",2025-05-15
San Diego,California,House,4,1,13168.98,2131,Not Available,34,3.5,126 John Brook Suite 135,Bradley PLC Apartments,2024-09-03
Tampa,Florida,Condo,2,1,9762.12,2435,Not Available,90,3.2,894 Griffin Cape Suite 111,Gonzalez-Stevens Apartments,2024-11-05
Atlanta,Georgia,House,4,2,18684.08,1420,Available,58,4.2,66428 Erik Walk,Hamilton-Walker Apartments,2024-06-09
Philadelphia,Pennsylvania,Townhouse,3,1,13914.9,1930,Available,70,3.5,47944 Bates Crescent Suite 372,Paul-Howard Apartments,2024-11-25
Houston,Texas,Condo,3,2,4930.37,1285,Not Available,91,4.2,0042 Davis Islands Suite 179,"Brown, Patton and Stewart Apartments",2025-10-20
Philadelphia,Pennsylvania,Townhouse,2,1,5887.77,1325,Not Available,96,2.6,02823 Sexton Throughway Suite 139,"Green, Chambers and Johnson Apartments",2025-07-26
Tampa,Florida,Townhouse,1,2,3992.96,1951,Available,88,4.7,7527 Adams Alley Suite 413,Lawson-Black Apartments,2025-03-03
Chicago,Illinois,Condo,4,2,16662.95,2203,Available,88,2.8,62446 Rhodes Squares,"Snyder, Lowery and Williams Apartments",2024-10-09
Albany,New York,House,3,3,8144.31,634,Not Available,63,3.4,868 Amber Square Suite 411,Conrad-Goodman Apartments,2026-01-12
San Diego,California,Apartment,4,3,12170.79,2052,Not Available,42,2.7,872 Richard Turnpike,"Jones, Dougherty and Mullen Apartments",2026-03-18
Buffalo,New York,Townhouse,2,3,6517.79,816,Not Available,35,4.2,0663 Gray Crossing,Hall-Silva Apartments,2026-01-03
Atlanta,Georgia,House,4,2,6204.43,1388,Available,97,4.2,661 Gregory Turnpike Apt. 922,"Ponce, Jenkins and Moreno Apartments",2024-04-28
Buffalo,New York,Apartment,3,3,13747.83,677,Not Available,34,3.1,983 Harris Streets,Phelps-Pittman Apartments,2025-02-25
Dallas,Texas,Condo,4,3,5732.52,606,Not Available,89,3.8,735 Cook Causeway,Wilkins-Blair Apartments,2025-02-19
San Francisco,California,Apartment,1,1,4217.78,1101,Available,31,3.7,34286 Courtney Street Apt. 341,Wilcox PLC Apartments,2025-03-02
Atlanta,Georgia,House,4,1,9348.83,823,Available,66,3.2,70892 Joshua Green Suite 043,"Mendoza, Brown and Maddox Apartments",2025-01-09
Tampa,Florida,Townhouse,1,1,3249.72,742,Not Available,81,3.2,144 Ruth Row Suite 799,"Carter, Shah and Cannon Apartments",2025-08-11
Pittsburgh,Pennsylvania,House,4,2,18595.63,2159,Available,51,4.9,44069 Taylor Keys Apt. 193,Moore Ltd Apartments,2024-10-24
Atlanta,Georgia,Condo,2,2,2499.82,1354,Available,85,3.3,28500 Crystal Radial,Garcia-Moreno Apartments,2024-12-24
Pittsburgh,Pennsylvania,House,2,1,2508.78,840,Not Available,35,3.5,874 Amber Crest Suite 050,Brown and Sons Apartments,2025-01-23
San Francisco,California,House,4,3,18953.26,1604,Not Available,73,2.9,172 Roger Springs Suite 682,Parks PLC Apartments,2025-01-09
Philadelphia,Pennsylvania,Condo,4,2,15447.25,1098,Available,33,3.9,69429 James Glen,Simon-Reed Apartments,2024-08-16
San Diego,California,Townhouse,3,2,7095.17,1124,Not Available,100,4.8,8474 Nelson Lake,Hicks LLC Apartments,2025-03-04
Houston,Texas,Apartment,2,2,4836.06,1492,Available,83,4.7,24587 Daniel Coves Apt. 035,"Brown, Velez and Diaz Apartments",2024-09-03
Chicago,Illinois,Apartment,4,2,13764.56,1854,Not Available,82,3.2,061 William Rapids Suite 993,Rodriguez Group Apartments,2025-07-14
Philadelphia,Pennsylvania,Condo,1,1,3775.95,983,Available,37,2.7,288 Cordova Mountain Suite 949,"Nunez, Ruiz and Johnson Apartments",2024-05-03
Philadelphia,Pennsylvania,Condo,4,2,14337.71,931,Not Available,47,3.8,3010 Jackson Haven Apt. 932,Johnston-Tucker Apartments,2025-01-28
Austin,Texas,Condo,2,2,8807.49,932,Not Available,50,4.5,859 Allen Keys Suite 610,Dominguez-Campbell Apartments,2024-06-18
Dallas,Texas,Townhouse,1,3,4616.55,2101,Available,100,4.7,88474 Julian Spurs Suite 683,"Bonilla, Walton and Hernandez Apartments",2025-04-26
Chicago,Illinois,Apartment,2,3,6015.26,1693,Not Available,42,4.9,853 Anderson Cape,"Gibbs, Nguyen and Gutierrez Apartments",2025-05-23
San Diego,California,Condo,2,3,9881.36,1730,Not Available,76,3.5,9511 Michael Rue Apt. 883,Mack-Moore Apartments,2024-10-30
San Diego,California,Townhouse,1,1,3017.7,1744,Available,74,3.6,6057 Rodriguez Gateway Suite 910,Knapp PLC Apartments,2025-05-14
Albany,New York,Townhouse,4,1,11966.57,1118,Not Available,53,3.2,2355 Carla Key,"Simmons, James and Bradley Apartments",2025-08-18
Buffalo,New York,Apartment,1,3,1538.02,2105,Not Available,97,4.9,4599 Tate Ville,"Rodriguez, Kline and Cannon Apartments",2025-04-23
NYC,New York,Townhouse,2,2,3091.7,767,Not Available,77,3.1,43269 Ayers Courts,Griffith LLC Apartments,2025-10-28
Orlando,Florida,Condo,4,2,5463.95,1261,Not Available,96,4.8,9434 Stacey Meadow,Parker-Castro Apartments,2024-05-27
Chicago,Illinois,Townhouse,4,3,14469.42,1798,Available,85,2.8,718 Lisa Plaza Suite 111,Lopez Ltd Apartments,2025-01-17
San Diego,California,House,1,1,4581.42,1431,Not Available,75,3.3,388 Donna Unions,Johnson LLC Apartments,2025-03-09
Buffalo,New York,Apartment,3,3,12647.64,1821,Available,77,4.3,76783 Martinez Passage,"Barton, Schultz and Smith Apartments",2024-12-11
Pittsburgh,Pennsylvania,House,1,2,4729.54,1493,Available,83,3.9,7868 Victor Gardens,Vargas-Long Apartments,2025-04-21
Albany,New York,Townhouse,1,3,4098.54,792,Available,53,3.2,79243 Jonathan Shore,Cruz Inc Apartments,2026-03-26
Albany,New York,Townhouse,2,3,3595.61,1563,Not Available,37,3.4,817 Jennifer Spurs,Martinez LLC Apartments,2024-09-08
